record_id,taxpayer_id,tin,business_name,owner_name,taxpayer_type,business_sector,lga,registration_date,tax_year,tax_month,tax_type,filing_due_date,filing_date,filing_status,amount_assessed,amount_paid,outstanding_balance,payment_status,payment_method,payment_date,audit_status,audit_result,penalty,annual_turnover,risk_level,compliance_score,revenue_office,notification_sent,registration_year,registration_month,filing_month,payment_month
1430,100143,KAD-TIN-202501429,Anderson Group,Rebecca Lee,Corporate,Agriculture,Kaduna South,2025-01-13,2025,Aug,Paye,2025-07-21,2025-07-08,Filed,66916,66916,0,Paid,Portal,2025-08-05,Not Audited,Underpayment,102348,326543312,Medium,84,Zaria,Yes,2025,January,July,August
1431,100606,KAD-TIN-202501430,Carlson Ltd,Robert Warren,Corporate,Agriculture,Kauru,2024-01-30,2025,Aug,Withholding Tax,2024-03-15,,Late,938914,938914,0,Paid,Portal,2024-03-26,Not Audited,Underpayment,132347,161044623,Low,43,Kaduna South,Yes,2024,January,March,March
1432,100137,KAD-TIN-202501431,York-Smith,David Chambers,Corporate,Agriculture,Kaura,2024-08-21,2025,Jun,Paye,2024-12-08,2024-11-12,Late,3440736,3440736,0,Paid,Portal,2024-12-06,Not Audited,No Issue,173889,24996021,Low,57,Zaria,No,2024,August,December,December
1433,100522,KAD-TIN-202501432,Miller-Bowen,Brian Waters,Corporate,Manufacturing,Jaba,2024-02-26,2025,May,Paye,2024-07-18,2024-07-08,Filed,3221506,3221506,0,Paid,Portal,2024-07-22,Audited,No Issue,167292,438331535,Medium,72,Zaria,Yes,2024,February,July,July
1434,100139,KAD-TIN-202501433,Moore Inc,Michael Jacobson,Corporate,Ict,Birnin Gwari,2024-12-10,2025,Aug,Road Tax,2025-05-28,,Filed,4125701,4125701,0,Paid,Pos,2025-06-27,Audited,No Issue,92058,469175200,High,40,Kaduna North,Yes,2024,December,May,June
1435,100180,KAD-TIN-202501434,Craig-Jones,Sandra Soto,Corporate,Ict,Kaduna South,2024-03-14,2025,Jan,Withholding Tax,2025-01-20,,Filed,1568181,1568181,0,Paid,Ngn,2025-01-27,Audited,Underpayment,158858,319320382,High,58,Kaduna North,Yes,2024,March,January,January
1436,100275,KAD-TIN-202501435,Hernandez-Banks,Angelica Schmidt,Sme,Healthcare,Igabi,2024-05-19,2025,Apr,Withholding Tax,2024-08-04,,Filed,4699342,4699342,0,Paid,Bank Transfer,2024-08-09,Audited,Underpayment,174853,17945738,Medium,44,Kaduna South,No,2024,May,August,August
1437,100607,KAD-TIN-202501436,Graham-Hatfield,Rhonda Smith,Individual,Retail,Kauru,2025-04-19,2025,May,Paye,2025-08-01,,Filed,4501101,4501101,0,Paid,Ngn,2025-08-30,Audited,Pending,199012,251302054,High,50,Kaduna North,Yes,2025,April,August,August
1438,100025,KAD-TIN-202501437,Fitzgerald-Russell,Robert Williams,Sme,Retail,Sanga,2025-04-19,2025,May,Withholding Tax,2026-02-19,,Filed,660589,660589,0,Paid,Ngn,2026-02-21,Not Audited,No Issue,199783,276093323,Low,53,Kaduna South,No,2025,April,February,February
1439,100644,KAD-TIN-202501438,Sanders-Rojas,Kevin Martinez,Individual,Healthcare,Chikun,2024-10-11,2025,Mar,Paye,2025-06-07,,Late,2464552,2464552,0,Paid,Pos,2025-06-06,Not Audited,No Issue,198183,186873040,Medium,91,Zaria,Yes,2024,October,June,June
1440,100600,KAD-TIN-202501439,Blake-Hawkins,Mary West,Individual,Ict,Igabi,2024-12-10,2025,Apr,Road Tax,2025-05-05,2025-08-05,Late,4733453,4733453,0,Paid,Pos,2025-05-28,Audited,Underpayment,87014,298647807,Medium,64,Kaduna South,No,2024,December,May,May
1441,100558,KAD-TIN-202501440,"Mejia, Rogers and Lin",Misty Jones,Sme,Ict,Sabon Gari,2024-10-30,2025,Dec,Paye,2025-09-17,,Late,224951,224951,0,Paid,Portal,2025-09-18,Not Audited,Underpayment,40167,281077259,High,89,Kaduna South,Yes,2024,October,September,September
1442,100340,KAD-TIN-202501441,Jones LLC,Sandra Peterson,Sme,Manufacturing,Kachia,2024-07-12,2025,Apr,Road Tax,2024-09-14,,Not Filed,456603,101844,354759,Partial,Ngn,2024-10-05,Not Audited,No Issue,21756,216250788,Medium,38,Kaduna South,No,2024,July,September,October
1443,100071,KAD-TIN-202501442,Hamilton LLC,Tina Clay,Sme,Healthcare,Makarfi,2024-02-17,2025,Jan,Business Premises,2024-07-10,,Late,4748784,4748784,0,Paid,Pos,2024-07-09,Not Audited,No Issue,125543,390096443,Medium,98,Zaria,Yes,2024,February,July,July
1444,100276,KAD-TIN-202501443,Armstrong Inc,Emily White,Sme,Manufacturing,Kudan,2024-11-23,2025,Mar,Withholding Tax,2025-11-01,,Late,2531022,2531022,0,Paid,Bank Transfer,2025-11-17,Audited,No Issue,195021,77612149,Medium,42,Kaduna North,No,2024,November,November,November
1445,100082,KAD-TIN-202501444,"Woods, Craig and Ross",Katherine Stanley,Sme,Ict,Kaduna South,2024-09-19,2025,Feb,Withholding Tax,2024-10-21,,Filed,2347695,2347695,0,Paid,Pos,2024-11-13,Audited,Underpayment,140136,183482003,Medium,78,Kaduna South,Yes,2024,September,October,November
1446,100388,KAD-TIN-202501445,Summers-Martin,Tony Baker,Individual,Ict,Kaduna North,2024-07-15,2025,Mar,Withholding Tax,2024-11-11,,Late,4773621,4773621,0,Paid,Bank Transfer,2024-11-24,Audited,No Issue,172270,79523572,High,63,Zaria,No,2024,July,November,November
1447,100330,KAD-TIN-202501446,"Perez, Nguyen and Chandler",Joshua Dominguez,Corporate,Healthcare,Ikara,2024-07-02,2025,Sep,Road Tax,2024-11-01,2024-03-11,Filed,742621,742621,0,Paid,Bank Transfer,2024-11-16,Audited,No Issue,158623,235583596,Medium,43,Zaria,Yes,2024,July,November,November
1448,100303,KAD-TIN-202501447,"Taylor, James and Phelps",Jessica Guzman,Individual,Healthcare,Ikara,2024-08-14,2025,Mar,Paye,2024-12-02,2024-06-12,Filed,4121603,4121603,0,Paid,Bank Transfer,2024-12-26,Not Audited,Pending,46355,487960804,Low,65,Zaria,Yes,2024,August,December,December
1449,100619,KAD-TIN-202501448,"Wright, Evans and Sharp",Karen Anderson,Individual,Manufacturing,Birnin Gwari,2024-10-29,2025,Jul,Business Premises,2025-02-26,,Late,3258220,3258220,0,Paid,Ngn,2025-02-26,Audited,No Issue,60457,316804692,Low,84,Kaduna North,No,2024,October,February,February
1450,100155,KAD-TIN-202501449,Gonzalez LLC,Jeanne Collins,Individual,Manufacturing,Igabi,2024-09-29,2025,Nov,Paye,2025-04-30,,Filed,1601444,1601444,0,Paid,Pos,2025-05-13,Audited,Underpayment,162265,123167965,Medium,97,Kaduna South,Yes,2024,September,April,May
1451,100662,KAD-TIN-202501450,Glover-Gonzalez,Mary Smith,Individual,Ict,Zaria,2024-11-05,2025,Oct,Withholding Tax,2025-01-05,,Filed,537670,537670,0,Paid,Bank Transfer,2025-01-27,Audited,No Issue,89263,204171048,High,55,Zaria,No,2024,November,January,January
1452,100615,KAD-TIN-202501451,Fernandez-Tate,Robert Thompson,Sme,Retail,Kubau,2024-02-02,2025,Oct,Business Premises,2024-11-21,,Not Filed,3140918,742176,2398742,Partial,Pos,2024-11-19,Not Audited,Underpayment,190567,433537605,Low,37,Zaria,Yes,2024,February,November,November
1453,100548,KAD-TIN-202501452,Grimes-Webb,Michelle Macias,Individual,Agriculture,Kagarko,2024-02-12,2025,Jul,Withholding Tax,2024-09-26,,Not Filed,3981934,976168,3005766,Partial,Portal,2024-10-12,Audited,Underpayment,3368,422032409,High,35,Zaria,No,2024,February,September,October
1454,100083,KAD-TIN-202501453,Rocha-Horn,Diane Jefferson,Corporate,Manufacturing,Kudan,2025-04-28,2025,Jul,Road Tax,2025-11-24,2025-11-12,Filed,925855,925855,0,Paid,Portal,2025-12-13,Audited,Underpayment,46345,355708506,Medium,73,Kaduna North,Yes,2025,April,November,December
1455,100089,KAD-TIN-202501454,Murray-Nelson,Thomas Torres,Corporate,Agriculture,Kudan,2024-01-14,2025,Sep,Paye,2024-12-03,2024-11-12,Filed,4695395,4695395,0,Paid,Bank Transfer,2024-12-04,Audited,No Issue,64462,39176954,High,34,Kaduna South,No,2024,January,December,December
1456,100396,KAD-TIN-202501455,"Smith, Fuentes and Jackson",Alice Marshall,Corporate,Manufacturing,Soba,2024-11-16,2025,Jul,Business Premises,2025-09-22,,Not Filed,3756078,50416,3705662,Partial,Ngn,2025-10-05,Audited,No Issue,52015,369195732,Medium,35,Zaria,No,2024,November,September,October
1457,100388,KAD-TIN-202501456,Hurley Ltd,Jennifer Brewer,Corporate,Healthcare,Kaduna South,2024-10-26,2025,Nov,Withholding Tax,2025-02-12,,Filed,1208126,1208126,0,Paid,Pos,2025-03-13,Audited,No Issue,74990,456087081,Low,97,Kaduna South,Yes,2024,October,February,March
1458,100465,KAD-TIN-202501457,"Jackson, Anderson and Wilson",Michael Bean,Sme,Ict,Sabon Gari,2024-01-12,2025,Sep,Business Premises,2024-03-02,2024-04-03,Filed,2103876,2103876,0,Paid,Bank Transfer,2024-03-13,Audited,Underpayment,114649,186994771,High,100,Zaria,No,2024,January,March,March
1459,100491,KAD-TIN-202501458,Conner PLC,Kristin Price,Corporate,Agriculture,Igabi,2024-07-13,2025,Aug,Business Premises,2025-06-21,2025-11-07,Filed,1113758,1113758,0,Paid,Portal,2025-07-15,Not Audited,Pending,18763,475726649,Medium,46,Zaria,Yes,2024,July,June,July
1460,100684,KAD-TIN-202501459,"Tate, Ford and Valentine",Kimberly Kim,Individual,Manufacturing,Kajuru,2024-01-22,2025,Mar,Road Tax,2024-04-09,,Filed,2355113,2355113,0,Paid,Ngn,2024-04-18,Not Audited,Underpayment,57757,469885436,Medium,28,Kaduna North,No,2024,January,April,April
1461,100226,KAD-TIN-202501460,"Mendez, Lucas and Parker",Elaine Chen,Individual,Manufacturing,Kajuru,2024-04-03,2025,Nov,Road Tax,2024-09-23,,Late,2947645,2947645,0,Paid,Portal,2024-10-21,Not Audited,Underpayment,138657,238914059,High,57,Zaria,No,2024,April,September,October
1462,100295,KAD-TIN-202501461,Conrad Ltd,Rebecca Weaver,Corporate,Agriculture,Igabi,2024-03-22,2025,Jan,Withholding Tax,2024-07-14,,Late,4896571,4896571,0,Paid,Pos,2024-08-01,Audited,Underpayment,151675,71585915,High,73,Kaduna South,No,2024,March,July,August
1463,100689,KAD-TIN-202501462,"Kim, Rodriguez and Buchanan",Jason Dawson,Individual,Manufacturing,Ikara,2024-09-30,2025,Aug,Road Tax,2025-04-18,2025-05-05,Filed,1249525,1249525,0,Paid,Portal,2025-04-27,Audited,Pending,83775,378965717,Low,98,Kaduna South,Yes,2024,September,April,April
1464,100135,KAD-TIN-202501463,Thomas-Freeman,James Ho,Corporate,Retail,Kaduna South,2024-05-11,2025,Jul,Withholding Tax,2024-10-25,,Filed,661942,661942,0,Paid,Pos,2024-11-01,Audited,Underpayment,129349,249749327,High,20,Kaduna South,No,2024,May,October,November
1465,100141,KAD-TIN-202501464,Cardenas-Long,Rebecca Torres,Sme,Retail,Lere,2025-05-12,2025,May,Paye,2026-02-18,,Not Filed,4808334,1944651,2863683,Partial,Portal,2026-02-17,Audited,No Issue,170322,330008871,High,37,Kaduna North,No,2025,May,February,February
1466,100198,KAD-TIN-202501465,Stanley-Fuller,Rebecca Lee,Sme,Ict,Zaria,2024-08-19,2025,Jan,Withholding Tax,2025-06-29,,Not Filed,1258112,254820,1003292,Partial,Ngn,2025-07-01,Not Audited,Underpayment,104910,413209455,High,76,Kaduna North,No,2024,August,June,July
1467,100144,KAD-TIN-202501466,Carpenter PLC,Dennis Wiley,Corporate,Manufacturing,Jema'A,2024-04-10,2025,Jan,Paye,2024-12-04,,Not Filed,1893058,703492,1189566,Partial,Bank Transfer,2024-12-10,Audited,No Issue,12847,480535222,High,86,Kaduna South,No,2024,April,December,December
1468,100209,KAD-TIN-202501467,Jensen-Martin,Terry Schwartz MD,Individual,Ict,Kauru,2024-03-05,2025,Aug,Road Tax,2024-10-19,,Late,4606163,4606163,0,Paid,Pos,2024-11-11,Not Audited,Pending,194003,344597438,Low,46,Kaduna South,Yes,2024,March,October,November
1469,100446,KAD-TIN-202501468,Maxwell-Flores,Miguel Johnson,Corporate,Ict,Birnin Gwari,2025-03-12,2025,Sep,Withholding Tax,2025-09-29,,Not Filed,2173950,599869,1574081,Partial,Portal,2025-10-14,Audited,No Issue,49229,80153016,Medium,99,Kaduna South,Yes,2025,March,September,October
1470,100052,KAD-TIN-202501469,"Casey, Carr and Smith",Ruben Gutierrez,Corporate,Retail,Giwa,2025-04-09,2025,Feb,Withholding Tax,2026-02-21,,Filed,3189020,3189020,0,Paid,Portal,2026-02-26,Not Audited,Underpayment,139092,386074874,High,27,Zaria,Yes,2025,April,February,February
1471,100293,KAD-TIN-202501470,Marks Ltd,Rachel Davis,Sme,Retail,Chikun,2024-04-20,2025,May,Paye,2025-02-12,,Not Filed,4324592,149830,4174762,Partial,Ngn,2025-02-25,Audited,Underpayment,106343,208674943,High,63,Kaduna North,Yes,2024,April,February,February
1472,100650,KAD-TIN-202501471,Petty Inc,Julia Walker,Corporate,Retail,Kaduna North,2025-03-02,2025,Sep,Business Premises,2025-09-17,,Filed,4432550,4432550,0,Paid,Ngn,2025-10-14,Not Audited,Underpayment,132562,28810624,Low,25,Zaria,Yes,2025,March,September,October
1473,100289,KAD-TIN-202501472,"Ramirez, Valencia and Blackwell",Amanda Summers,Sme,Retail,Kudan,2024-02-22,2025,Aug,Withholding Tax,2024-10-15,,Not Filed,2715573,799923,1915650,Partial,Bank Transfer,2024-10-18,Audited,No Issue,121265,426294355,High,33,Kaduna South,Yes,2024,February,October,October
1474,100110,KAD-TIN-202501473,"Baldwin, Marshall and Hunter",John White,Sme,Healthcare,Kaura,2024-09-04,2025,Jul,Road Tax,2024-11-25,,Late,833570,833570,0,Paid,Bank Transfer,2024-12-23,Not Audited,Underpayment,93388,312924749,High,86,Kaduna North,Yes,2024,September,November,December
1475,100043,KAD-TIN-202501474,Brown Group,April Wilson,Corporate,Agriculture,Birnin Gwari,2024-03-22,2025,Jun,Business Premises,2024-11-18,,Filed,4047091,4047091,0,Paid,Pos,2024-12-02,Not Audited,Pending,141326,37956310,High,64,Kaduna South,No,2024,March,November,December
1476,100374,KAD-TIN-202501475,Turner-Hendrix,Nathan Fisher,Individual,Ict,Sabon Gari,2024-08-13,2025,Nov,Business Premises,2024-11-27,,Not Filed,3150576,517815,2632761,Partial,Ngn,2024-12-05,Not Audited,Underpayment,172872,78249774,Low,79,Zaria,No,2024,August,November,December
1477,100698,KAD-TIN-202501476,Collins-Washington,Dana Ellis,Sme,Healthcare,Kaduna North,2024-06-20,2025,Jul,Road Tax,2025-05-02,,Filed,608143,608143,0,Paid,Portal,2025-05-13,Audited,No Issue,1693,83403000,High,63,Kaduna North,Yes,2024,June,May,May
1478,100394,KAD-TIN-202501477,"Sanchez, Castro and West",Sharon Martinez,Sme,Healthcare,Makarfi,2025-04-06,2025,Nov,Business Premises,2025-12-28,,Filed,4068058,4068058,0,Paid,Ngn,2025-12-30,Not Audited,Pending,186153,34872611,Low,60,Kaduna North,No,2025,April,December,December
1479,100245,KAD-TIN-202501478,Lee-Hayes,Jane Walker,Individual,Healthcare,Kubau,2025-04-28,2025,Apr,Paye,2025-10-28,2025-09-11,Late,943347,943347,0,Paid,Portal,2025-11-03,Audited,Pending,119715,412988492,Low,91,Zaria,Yes,2025,April,October,November
1480,100467,KAD-TIN-202501479,"Salazar, Kerr and Austin",Anna Singh,Corporate,Retail,Igabi,2025-05-01,2025,Sep,Withholding Tax,2026-02-02,2026-01-02,Late,3985454,3985454,0,Paid,Ngn,2026-02-08,Not Audited,Pending,132108,496748938,Medium,45,Kaduna North,Yes,2025,May,February,February
1481,100075,KAD-TIN-202501480,Wong Ltd,Kyle Hoover,Individual,Ict,Zaria,2024-01-05,2025,May,Business Premises,2024-09-17,,Filed,1278317,1278317,0,Paid,Ngn,2024-10-03,Not Audited,No Issue,177683,29825516,Medium,81,Zaria,No,2024,January,September,October
1482,100695,KAD-TIN-202501481,Turner-Barron,Cynthia Palmer,Corporate,Healthcare,Soba,2024-08-28,2025,Aug,Paye,2024-11-14,,Not Filed,3633556,252307,3381249,Partial,Portal,2024-12-05,Not Audited,Underpayment,104532,218163489,Medium,72,Kaduna South,Yes,2024,August,November,December
1483,100241,KAD-TIN-202501482,Reid-Wood,Megan Hernandez,Individual,Agriculture,Kaduna North,2024-11-06,2025,Jan,Paye,2025-10-14,,Not Filed,3217770,1098939,2118831,Partial,Ngn,2025-10-21,Audited,Underpayment,36283,364100211,Medium,66,Kaduna North,No,2024,November,October,October
1484,100091,KAD-TIN-202501483,Hunt-Howard,Sue Smith,Corporate,Retail,Kaduna North,2024-11-15,2025,Apr,Paye,2025-03-27,,Not Filed,1579234,133362,1445872,Partial,Portal,2025-03-26,Not Audited,Pending,74583,258753549,High,51,Kaduna South,Yes,2024,November,March,March
1485,100656,KAD-TIN-202501484,"Harper, Butler and Hill",Ashley Camacho,Corporate,Retail,Giwa,2025-01-25,2025,Jun,Paye,2025-04-23,2025-11-05,Late,4184256,4184256,0,Paid,Bank Transfer,2025-04-23,Audited,Underpayment,185817,446960788,Low,73,Kaduna North,Yes,2025,January,April,April
1486,100358,KAD-TIN-202501485,Hogan Inc,Carla Forbes,Corporate,Healthcare,Zaria,2024-09-15,2025,Apr,Withholding Tax,2024-10-31,2024-09-11,Filed,3416564,3416564,0,Paid,Ngn,2024-11-27,Audited,No Issue,83530,157167708,High,84,Zaria,Yes,2024,September,October,November
1487,100111,KAD-TIN-202501486,"Allen, Rodriguez and Davidson",Brandon Stuart,Sme,Healthcare,Kaura,2024-07-02,2025,Aug,Paye,2025-04-09,2025-12-04,Filed,1617755,1617755,0,Paid,Portal,2025-04-22,Not Audited,Pending,101538,459985124,Medium,50,Kaduna North,Yes,2024,July,April,April
1488,100143,KAD-TIN-202501487,Lawrence PLC,Mark Ford,Corporate,Manufacturing,Kauru,2025-03-24,2025,Jun,Business Premises,2025-08-07,,Filed,4201146,4201146,0,Paid,Pos,2025-08-24,Not Audited,Pending,87312,143663931,High,41,Zaria,No,2025,March,August,August
1489,100041,KAD-TIN-202501488,Roberts and Sons,Tracy Barnes,Individual,Ict,Birnin Gwari,2024-12-08,2025,Sep,Road Tax,2025-03-13,,Late,71925,71925,0,Paid,Bank Transfer,2025-03-16,Not Audited,Pending,195633,204395133,Low,60,Kaduna North,Yes,2024,December,March,March
1490,100147,KAD-TIN-202501489,Watkins-Harris,Nicole Sexton,Sme,Retail,Kaura,2024-10-13,2025,Nov,Business Premises,2025-05-04,,Late,1798785,1798785,0,Paid,Bank Transfer,2025-05-14,Audited,Underpayment,110312,455664374,High,47,Kaduna South,Yes,2024,October,May,May
1491,100059,KAD-TIN-202501490,Camacho-Garcia,Jeremy Riley,Corporate,Retail,Sabon Gari,2025-02-19,2025,Jan,Business Premises,2025-03-27,,Filed,538321,538321,0,Paid,Portal,2025-04-01,Audited,Underpayment,139380,26081280,Low,87,Zaria,Yes,2025,February,March,April
1492,100557,KAD-TIN-202501491,Gray Group,Faith Green,Corporate,Ict,Sanga,2024-06-20,2025,Nov,Paye,2024-12-09,,Filed,2861046,2861046,0,Paid,Pos,2024-12-10,Not Audited,Pending,57835,342031069,Medium,73,Kaduna South,Yes,2024,June,December,December
1493,100547,KAD-TIN-202501492,"Mercer, Weaver and Rice",Cheryl Harvey,Corporate,Retail,Lere,2024-05-04,2025,Feb,Business Premises,2025-01-02,2025-01-01,Late,1479365,1479365,0,Paid,Portal,2025-01-04,Not Audited,Pending,79455,420657198,Medium,52,Kaduna South,Yes,2024,May,January,January
1494,100091,KAD-TIN-202501493,"Collins, Durham and Burke",Russell Jones,Individual,Agriculture,Zangon Kataf,2025-03-22,2025,Sep,Business Premises,2025-10-15,,Not Filed,1897909,77227,1820682,Partial,Pos,2025-10-13,Not Audited,Underpayment,53163,326624518,Medium,99,Zaria,No,2025,March,October,October
1495,100316,KAD-TIN-202501494,Gonzalez-Stewart,Robert Hanna,Individual,Manufacturing,Sanga,2024-03-12,2025,Apr,Road Tax,2024-05-29,,Not Filed,4953389,523415,4429974,Partial,Portal,2024-06-18,Audited,Pending,27222,219720505,Medium,74,Kaduna South,Yes,2024,March,May,June
1496,100129,KAD-TIN-202501495,"Brown, Roberts and Jones",Austin Santana,Corporate,Healthcare,Makarfi,2024-09-17,2025,Apr,Road Tax,2025-06-27,,Late,3389743,3389743,0,Paid,Portal,2025-07-17,Audited,No Issue,191026,353511061,Medium,40,Kaduna South,No,2024,September,June,July
1497,100436,KAD-TIN-202501496,Maldonado LLC,Cynthia Cardenas,Sme,Manufacturing,Kubau,2024-03-29,2025,Sep,Paye,2025-02-25,2025-10-03,Filed,1594136,1594136,0,Paid,Pos,2025-03-23,Not Audited,No Issue,103592,440635810,Medium,41,Kaduna North,Yes,2024,March,February,March
1498,100326,KAD-TIN-202501497,Fisher-Sharp,Nicole Rogers,Corporate,Healthcare,Igabi,2024-08-25,2025,Mar,Withholding Tax,2025-02-20,,Not Filed,4946699,1014339,3932360,Partial,Ngn,2025-03-20,Not Audited,Underpayment,39922,234912913,Medium,97,Kaduna South,No,2024,August,February,March
1499,100379,KAD-TIN-202501498,"Meyer, Fleming and Wright",Jeffrey Wilson,Corporate,Healthcare,Birnin Gwari,2024-05-31,2025,Jun,Paye,2024-07-12,,Not Filed,1626730,584102,1042628,Partial,Bank Transfer,2024-07-28,Audited,Underpayment,28668,480857508,Medium,62,Kaduna South,Yes,2024,May,July,July
1500,100406,KAD-TIN-202501499,"King, Robbins and Clark",Erik Farmer,Sme,Retail,Makarfi,2024-10-19,2025,Sep,Road Tax,2024-12-23,,Filed,3006813,3006813,0,Paid,Bank Transfer,2025-01-09,Not Audited,No Issue,14701,470708416,High,66,Kaduna North,Yes,2024,October,December,January
1501,100277,KAD-TIN-202501500,"Vasquez, Francis and Chapman",Logan Powers,Corporate,Ict,Lere,2025-01-02,2025,Aug,Road Tax,2025-12-06,2025-12-12,Filed,2246894,2246894,0,Paid,Portal,2025-12-07,Audited,Pending,4367,417506641,Low,95,Kaduna North,Yes,2025,January,December,December
1502,100649,KAD-TIN-202501501,Martinez PLC,Keith Williams,Individual,Retail,Soba,2024-03-04,2025,Sep,Road Tax,2024-05-25,,Not Filed,1307666,356406,951260,Partial,Bank Transfer,2024-06-23,Not Audited,No Issue,149846,406926998,Low,71,Zaria,No,2024,March,May,June
1503,100194,KAD-TIN-202501502,Davis-Long,David Reeves,Sme,Healthcare,Jema'A,2024-03-17,2025,Feb,Paye,2024-07-17,,Filed,1954733,1954733,0,Paid,Pos,2024-07-17,Audited,Underpayment,167493,106993474,Low,37,Kaduna South,Yes,2024,March,July,July
1504,100266,KAD-TIN-202501503,"Adams, Evans and Rodriguez",Tracy Sellers,Corporate,Healthcare,Kubau,2025-04-08,2025,Jun,Business Premises,2025-11-21,,Not Filed,3602361,291279,3311082,Partial,Portal,2025-12-07,Audited,Pending,85624,267653464,High,31,Zaria,No,2025,April,November,December
1505,100695,KAD-TIN-202501504,"Perkins, Rivera and Martin",Amanda Carpenter,Sme,Agriculture,Chikun,2024-06-05,2025,Dec,Road Tax,2025-01-21,,Not Filed,3132633,855652,2276981,Partial,Portal,2025-02-01,Not Audited,Pending,79673,137909957,Medium,48,Kaduna South,No,2024,June,January,February
1506,100672,KAD-TIN-202501505,Hull Inc,Lisa Smith,Sme,Healthcare,Makarfi,2025-01-05,2025,Nov,Road Tax,2025-03-09,,Late,3244526,3244526,0,Paid,Pos,2025-03-24,Audited,Underpayment,147210,400041109,Low,65,Zaria,No,2025,January,March,March
1507,100222,KAD-TIN-202501506,"Ramirez, Waters and Butler",Vickie Vega,Sme,Manufacturing,Kaduna South,2024-11-18,2025,Sep,Withholding Tax,2025-03-09,2025-11-03,Late,4198363,4198363,0,Paid,Pos,2025-03-08,Not Audited,Underpayment,95661,283602168,Medium,20,Zaria,No,2024,November,March,March
1508,100625,KAD-TIN-202501507,Roach and Sons,Joseph Wright,Corporate,Ict,Zangon Kataf,2024-05-04,2025,Nov,Withholding Tax,2024-08-23,,Not Filed,3476857,1617855,1859002,Partial,Ngn,2024-09-05,Not Audited,Pending,181012,183041718,High,24,Kaduna South,Yes,2024,May,August,September
1509,100370,KAD-TIN-202501508,"White, Pope and Reid",Paula Hernandez,Corporate,Retail,Sanga,2025-01-25,2025,Mar,Withholding Tax,2025-07-30,2025-06-08,Late,549737,549737,0,Paid,Portal,2025-08-07,Audited,No Issue,120031,107803154,Medium,42,Zaria,Yes,2025,January,July,August
1510,100233,KAD-TIN-202501509,"Pearson, Estrada and Alexander",Faith White,Corporate,Manufacturing,Ikara,2024-10-17,2025,Oct,Withholding Tax,2024-12-09,,Not Filed,3971175,937084,3034091,Partial,Ngn,2024-12-29,Audited,No Issue,147384,498807520,Low,28,Kaduna South,Yes,2024,October,December,December
1511,100363,KAD-TIN-202501510,"Norton, Dickerson and Koch",Louis Craig,Individual,Ict,Zaria,2024-06-20,2025,Dec,Paye,2025-05-02,2025-06-05,Late,972232,972232,0,Paid,Ngn,2025-05-01,Audited,Pending,24697,169316829,Low,63,Kaduna North,Yes,2024,June,May,May
1512,100230,KAD-TIN-202501511,Williamson-Hale,Roy Foster,Sme,Healthcare,Kagarko,2024-03-12,2025,Apr,Paye,2024-12-04,,Not Filed,2271498,487672,1783826,Partial,Bank Transfer,2024-12-09,Audited,No Issue,172181,191296839,High,23,Kaduna South,Yes,2024,March,December,December
1513,100271,KAD-TIN-202501512,Carlson-Simpson,David Kelley,Individual,Healthcare,Kauru,2024-07-24,2025,Nov,Road Tax,2025-02-22,,Filed,3914791,3914791,0,Paid,Ngn,2025-02-27,Audited,Pending,95283,268239753,Low,87,Kaduna North,No,2024,July,February,February
1514,100266,KAD-TIN-202501513,"Jones, Garcia and Hines",Amanda Tucker,Corporate,Manufacturing,Chikun,2024-06-27,2025,Oct,Paye,2024-12-23,2025-05-01,Late,723160,723160,0,Paid,Pos,2025-01-10,Audited,No Issue,124947,359320988,Medium,64,Kaduna South,No,2024,June,December,January
1515,100033,KAD-TIN-202501514,Tanner-Turner,Donald Williams,Sme,Ict,Kudan,2025-01-21,2025,Mar,Paye,2025-06-12,,Not Filed,3856376,1464939,2391437,Partial,Portal,2025-07-09,Audited,No Issue,115936,136314252,Medium,32,Kaduna North,Yes,2025,January,June,July
1516,100434,KAD-TIN-202501515,"Mcgrath, Roberts and Morgan",Stephanie Blevins,Corporate,Ict,Kauru,2024-12-07,2025,May,Paye,2025-06-17,,Late,3191968,3191968,0,Paid,Portal,2025-06-16,Not Audited,Pending,31071,276429083,High,76,Kaduna South,Yes,2024,December,June,June
1517,100585,KAD-TIN-202501516,Ward-Ramirez,Elizabeth Pratt,Individual,Retail,Sanga,2024-01-08,2025,Jul,Business Premises,2024-12-04,,Not Filed,546695,222243,324452,Partial,Bank Transfer,2024-12-17,Not Audited,No Issue,114249,401824748,Medium,27,Kaduna South,No,2024,January,December,December
1518,100129,KAD-TIN-202501517,Coleman Group,Marissa Bailey,Corporate,Manufacturing,Kubau,2024-01-17,2025,Apr,Paye,2024-08-02,,Not Filed,4578614,599108,3979506,Partial,Pos,2024-08-13,Not Audited,No Issue,139202,495791226,High,87,Kaduna North,No,2024,January,August,August
1519,100666,KAD-TIN-202501518,Gray-Gilbert,Alexander Johnson,Individual,Retail,Ikara,2024-09-14,2025,Jun,Business Premises,2025-04-08,,Filed,2497395,2497395,0,Paid,Ngn,2025-04-29,Audited,Pending,37946,298877289,Low,50,Kaduna North,Yes,2024,September,April,April
